5.05886461790506e-31 7.52400425726378e-29 9.28551129912065e-27 9.45697587455246e-25 7.94912352139107e-23 5.51491780276756e-21 3.15824245192589e-19 1.49304782023552e-17 5.82720551428974e-16 1.87777297574969e-14 4.99644162582807e-13 1.09787600762582e-11 1.99232857604526e-10 2.98624001270962e-09 3.69730732225521e-08 3.78167585131075e-07 3.19566461326719e-06 2.23128721727122e-05 0.000128737471113925 0.000613826486295111 0.00241886162772454 0.00787829002862343 0.0212097707577922 0.967724586754036
5.16282932927184e-31 7.66322578962731e-29 9.43937249601411e-27 9.59634961476969e-25 8.05250938656919e-23 5.57764604965903e-21 3.18932625562193e-19 1.50560272714275e-17 5.86842796850603e-16 1.88873410357482e-14 5.01991454989338e-13 1.1018893619598e-11 1.99772733426664e-10 2.9917948706974e-09 3.70139769958162e-08 3.78336965528791e-07 3.19529575255114e-06 2.22998423465494e-05 0.000128614143345693 0.000613066740546299 0.00241541864630811 0.00786635324264815 0.0211776777078164 0.967772955827186
5.10949704729239e-31 7.57785102668737e-29 9.32748513485641e-27 9.47665818478491e-25 7.94783387932994e-23 5.50272120696247e-21 3.14539439988285e-19 1.48448800089019e-17 5.78520427954983e-16 1.86182472871038e-14 4.9485244656948e-13 1.08634839702939e-11 1.96996879065191e-10 2.95112183442147e-09 3.6525267470355e-08 3.7352427863578e-07 3.15648367202733e-06 2.20438105488218e-05 0.000127234801271529 0.000607011787239776 0.00239383273062554 0.00780416878882216 0.02103406204218 0.968008076346598
#-p


#==========================================================================================================================
# Ageing error matrix: proportion at reader age given true age: ageage(1,nages,1,nages)
#==========================================================================================================================
#!p
0.957902322 0.042097567 1.11e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.057406346 0.885187307 0.057405228 1.12e-06 1.55e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.72e-06 0.073389207 0.85320815 0.073389207 6.72e-06 2.01e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.2e-12 2.78e-05 0.089507046 0.820930339 0.089507046 2.78e-05 9.2e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.98e-19 1.98e-10 8.73e-05 0.105365582 0.78909427 0.105365582 8.73e-05 1.98e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.01e-26 1.27e-16 2.42e-09 0.000222891 0.120685094 0.758184025 0.120685094 0.000222891 2.42e-09 1.11e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5.57e-34 2.16e-23 6.95e-15 1.92e-08 0.000485466 0.135267312 0.728494405 0.135267312 0.000485466 1.92e-08 6.99e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.04e-41 1.97e-30 5.22e-21 1.97e-13 1.08e-07 0.000933743 0.148972855 0.700186586 0.148972855 0.000933743 1.08e-07 1.97e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.67e-49 1.54e-37 1.93e-27 5.35e-19 3.3e-12 4.69e-07 0.001627227 0.161707075 0.673330458 0.161707075 0.001627227 4.69e-07 3.3e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.13e-56 1.39e-44 5.43e-34 6.8e-25 2.75e-17 3.66e-11 1.64e-06 0.002619345 0.17341134 0.647935358 0.17341134 0.002619345 1.64e-06 3.66e-11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.78e-64 1.75e-51 1.54e-40 6.01e-31 1.04e-22 8.12e-16 2.88e-10 4.8e-06 0.003952238 0.184057098 0.623971736 0.184057098 0.003952238 4.8e-06 2.88e-10 7.77e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.32e-70 3.47e-58 5.35e-47 4.83e-37 2.57e-28 8.08e-21 1.52e-14 1.72e-09 1.22e-05 0.00565369 0.193641051 0.60138614 0.193641051 0.00565369 1.22e-05 1.72e-09 1.52e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.92e-77 1.16e-64 2.58e-53 4.28e-43 5.33e-34 5.01e-26 3.57e-19 1.94e-13 8.2e-09 2.75e-05 0.007736064 0.202180702 0.580111416 0.202180702 0.007736064 2.75e-05 8.2e-09 1.94e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.3e-83 6.8e-71 1.86e-59 4.73e-49 1.12e-39 2.46e-31 5.08e-24 9.85e-18 1.82e-12 3.22e-08 5.63e-05 0.010196841 0.209710061 0.560073543 0.209710061 0.010196841 5.63e-05 3.22e-08 1.82e-12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.64e-89 7.06e-77 2.12e-65 7.11e-55 2.68e-45 1.14e-36 5.47e-29 2.97e-22 1.83e-16 1.3e-11 1.08e-07 0.000105968 0.013020252 0.216275595 0.541196156 0.216275595 0.013020252 0.000105968 1.08e-07 1.3e-11 2.22e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5.78e-95 1.3e-82 3.89e-71 1.54e-60 8.08e-51 5.65e-42 5.26e-34 6.53e-27 1.09e-20 2.45e-15 7.46e-11 3.14e-07 0.000185866 0.016179561 0.221932536 0.523403445 0.221932536 0.016179561 0.000185866 3.14e-07 7.46e-11 2.44e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.35e-100 4.22e-88 1.16e-76 4.94e-66 3.24e-56 3.27e-47 5.1e-39 1.23e-31 4.61e-25 2.69e-19 2.45e-14 3.53e-10 8.15e-07 0.000306891 0.019639627 0.226741677 0.506621981 0.226741677 0.019639627 0.000306891 8.15e-07 3.53e-10 2.45e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.72e-105 2.36e-93 5.69e-82 2.41e-71 1.79e-61 2.35e-52 5.44e-44 2.23e-36 1.61e-29 2.06e-23 4.71e-18 1.93e-13 1.42e-09 1.91e-06 0.000481031 0.023359464 0.230766695 0.490781791 0.230766695 0.023359464 0.000481031 1.91e-06 1.42e-09 1.93e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2.22e-110 2.24e-98 4.5e-87 1.79e-76 1.41e-66 2.2e-57 6.84e-49 4.23e-41 5.2e-34 1.28e-27 6.26e-22 6.17e-17 1.23e-12 4.96e-09 4.12e-06 0.000720759 0.027294636 0.234072008 0.475816935 0.234072008 0.027294636 0.000720759 4.12e-06 4.96e-09 1.23e-12 1.11e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.83e-115 3.53e-103 5.69e-92 2.02e-81 1.59e-71 2.76e-62 1.06e-53 8.99e-46 1.69e-38 7.06e-32 6.55e-26 1.35e-20 6.25e-16 6.5e-12 1.53e-08 8.25e-06 0.001038375 0.031399343 0.236721138 0.461665765 0.236721138 0.031399343 0.001038375 8.25e-06 1.53e-08 6.5e-12 6.66e-16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.74e-119 8.99e-108 1.13e-96 3.48e-86 2.59e-76 4.71e-67 2.08e-58 2.25e-50 5.91e-43 3.8e-36 5.97e-30 2.3e-24 2.18e-19 5.08e-15 2.94e-11 4.24e-08 1.54e-05 0.001445374 0.035628166 0.238775497 0.448270954 0.238775497 0.035628166 0.001445374 1.54e-05 4.24e-08 2.94e-11 5.11e-15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9.98e-124 3.63e-112 3.5e-101 8.97e-91 6.11e-81 1.11e-71 5.33e-63 6.83e-55 2.33e-47 2.12e-40 5.15e-34 3.34e-28 5.8e-23 2.71e-18 3.4e-14 1.15e-10 1.07e-07 2.73e-05 0.0019519 0.039937428 0.240293554 0.435579404 0.240293554 0.039937428 0.0019519 2.73e-05 1.07e-07 1.15e-10 3.4e-14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.95e-128 2.26e-116 1.64e-105 3.44e-95 2.07e-85 3.59e-76 1.8e-67 2.59e-59 1.08e-51 1.29e-44 4.47e-38 4.48e-32 1.3e-26 1.09e-21 2.68e-17 1.92e-13 4.02e-10 2.49e-07 4.59e-05 0.002566301 0.044286221 0.241330293 0.423542059 0.241330293 0.044286221 0.002566301 4.59e-05 2.49e-07 4.02e-10 1.92e-13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.22e-131 2.13e-120 1.15e-109 1.93e-99 1e-89 1.61e-80 8.04e-72 1.24e-63 5.96e-56 8.86e-49 4.1e-42 5.89e-36 2.63e-30 3.67e-25 1.6e-20 2.17e-16 9.29e-13 1.25e-09 5.37e-07 7.38e-05 0.00329483 0.048637091 0.241936914 0.412113679 0.241936914 0.048637091 0.00329483 7.38e-05 5.37e-07 1.25e-09 9.29e-13 2.22e-16 0 0 0 0 0 0 0 0 0 0 0 0
2.45e-135 2.96e-124 1.18e-113 1.57e-103 6.86e-94 9.96e-85 4.79e-76 7.64e-68 4.04e-60 7.08e-53 4.12e-46 7.96e-40 5.11e-34 1.09e-28 7.79e-24 1.85e-19 1.47e-15 3.94e-12 3.55e-09 1.09e-06 0.000113973 0.004141472 0.052956469 0.242160701 0.401252586 0.242160701 0.052956469 0.004141472 0.000113973 1.09e-06 3.55e-09 3.94e-12 1.44e-15 0 0 0 0 0 0 0 0 0 0 0
7.14e-139 5.96e-128 1.75e-117 1.81e-107 6.58e-98 8.43e-89 3.8e-80 6.05e-72 3.39e-64 6.7e-57 4.67e-50 1.15e-43 9.98e-38 3.07e-32 3.33e-27 1.28e-22 1.76e-18 8.54e-15 1.48e-11 9.25e-09 2.08e-06 0.000169898 0.005107907 0.057214865 0.242045037 0.390920411 0.242045037 0.057214865 0.005107907 0.000169898 2.08e-06 9.25e-09 1.48e-11 8.55e-15 0 0 0 0 0 0 0 0 0 0
2.95e-142 1.7e-131 3.66e-121 2.93e-111 8.73e-102 9.7e-93 4.01e-84 6.19e-76 3.56e-68 7.63e-61 6.11e-54 1.82e-47 2.03e-41 8.48e-36 1.32e-30 7.72e-26 1.69e-21 1.39e-17 4.3e-14 5.03e-11 2.23e-08 3.77e-06 0.000245336 0.006193573 0.061386882 0.241629499 0.381081831 0.241629499 0.061386882 0.006193573 0.000245336 3.77e-06 2.23e-08 5.03e-11 4.3e-14 0 0 0 0 0 0 0 0 0
1.69e-145 6.77e-135 1.06e-124 6.55e-115 1.58e-105 1.5e-96 5.6e-88 8.18e-80 4.69e-72 1.06e-64 9.36e-58 3.26e-51 4.46e-45 2.4e-39 5.08e-34 4.24e-29 1.4e-24 1.82e-20 9.35e-17 1.91e-13 1.55e-10 5.02e-08 6.54e-06 0.000344293 0.007395821 0.065451105 0.240950028 0.37170433 0.240950028 0.065451105 0.007395821 0.000344293 6.54e-06 5.02e-08 1.55e-10 1.91e-13 1.11e-16 0 0 0 0 0 0 0
1.32e-148 3.68e-138 4.23e-128 2e-118 3.89e-109 3.11e-100 1.03e-91 1.39e-83 7.79e-76 1.79e-68 1.7e-61 6.65e-55 1.07e-48 7.14e-43 1.96e-37 2.23e-32 1.04e-27 2.03e-23 1.63e-19 5.44e-16 7.56e-13 4.38e-10 1.06e-07 1.09e-05 0.000470884 0.008710136 0.069389885 0.240039137 0.362757961 0.240039137 0.069389885 0.008710136 0.000470884 1.09e-05 1.06e-07 4.38e-10 7.56e-13 5.55e-16 0 0 0 0 0 0
1.38e-151 2.69e-141 2.26e-131 8.18e-122 1.27e-112 8.52e-104 2.46e-95 3.05e-87 1.63e-79 3.74e-72 3.7e-65 1.58e-58 2.9e-52 2.29e-46 7.83e-41 1.15e-35 7.35e-31 2.02e-26 2.41e-22 1.24e-18 2.78e-15 2.7e-12 1.15e-09 2.13e-07 1.74e-05 0.000629213 0.010130395 0.073189068 0.238926136 0.354215132 0.238926136 0.073189068 0.010130395 0.000629213 1.74e-05 2.13e-07 1.15e-09 2.7e-12 2.78e-15 0 0 0 0 0
1.89e-154 2.6e-144 1.61e-134 4.44e-125 5.5e-116 3.06e-107 7.61e-99 8.51e-91 4.26e-83 9.57e-76 9.65e-69 4.37e-62 8.87e-56 8.09e-50 3.31e-44 6.1e-39 5.05e-34 1.88e-29 3.16e-25 2.39e-21 8.16e-18 1.26e-14 8.81e-12 2.8e-09 4.06e-07 2.69e-05 0.000823242 0.011649146 0.076837679 0.237637375 0.346050405 0.237637375 0.076837679 0.011649146 0.000823242 2.69e-05 4.06e-07 2.8e-09 8.81e-12 1.27e-14 0 0 0 0
3.37e-157 3.28e-147 1.49e-137 3.15e-128 3.1e-119 1.42e-110 3.03e-102 3.02e-94 1.4e-86 3.02e-79 3.04e-72 1.43e-65 3.12e-59 3.18e-53 1.51e-47 3.36e-42 3.49e-37 1.69e-32 3.83e-28 4.06e-24 2.02e-20 4.69e-17 5.14e-14 2.64e-11 6.43e-09 7.39e-07 4.04e-05 0.001056678 0.013257898 0.080327592 0.236196488 0.338240307 0.236196488 0.080327592 0.013257898 0.001056678 4.04e-05 7.39e-07 6.43e-09 2.64e-11 5.14e-14 0 0 0
7.67e-160 5.33e-150 1.79e-140 2.89e-131 2.25e-122 8.48e-114 1.54e-105 1.35e-97 5.72e-90 1.17e-82 1.15e-75 5.5e-69 1.27e-62 1.41e-56 7.57e-51 1.97e-45 2.47e-40 1.5e-35 4.43e-31 6.32e-27 4.37e-23 1.47e-19 2.39e-16 1.9e-13 7.36e-11 1.39e-08 1.29e-06 5.9e-05 0.001332866 0.014947395 0.083653201 0.234624623 0.330763162 0.234624623 0.083653201 0.014947395 0.001332866 5.9e-05 1.29e-06 1.39e-08 7.36e-11 1.9e-13 2.22e-16 0
2.2e-162 1.1e-152 2.73e-143 3.38e-134 2.09e-125 6.44e-117 9.9e-109 7.6e-101 2.91e-93 5.55e-86 5.29e-79 2.52e-72 5.98e-66 7.1e-60 4.2e-54 1.24e-48 1.84e-43 1.36e-38 5.03e-34 9.31e-30 8.63e-26 4.01e-22 9.34e-19 1.09e-15 6.44e-13 1.91e-10 2.86e-08 2.18e-06 8.4e-05 0.001654705 0.016707879 0.086811095 0.23294067 0.323598937 0.23294067 0.086811095 0.016707879 0.001654705 8.4e-05 2.18e-06 2.86e-08 1.91e-10 6.44e-13 1.11e-15
7.87e-165 2.83e-155 5.24e-146 4.99e-137 2.44e-128 6.15e-120 7.97e-112 5.32e-104 1.82e-96 3.22e-89 2.93e-82 1.37e-75 3.3e-69 4.09e-63 2.61e-57 8.58e-52 1.46e-46 1.27e-41 5.73e-37 1.33e-32 1.6e-28 9.9e-25 3.17e-21 5.26e-18 4.52e-15 2.01e-12 4.66e-10 5.62e-08 3.54e-06 0.00011672 0.002024583 0.018529325 0.089799754 0.231161474 0.316729098 0.231161474 0.089799754 0.018529325 0.002024583 0.00011672 3.54e-06 5.62e-08 4.66e-10 2.01455e-12
3.46e-167 9.05e-158 1.25e-148 9.2e-140 3.57e-131 7.34e-123 7.99e-115 4.6e-107 1.41e-99 2.27e-92 1.95e-85 8.83e-79 2.12e-72 2.7e-66 1.83e-60 6.54e-55 1.24e-49 1.25e-44 6.68e-40 1.89e-35 2.85e-31 2.28e-27 9.7e-24 2.2e-20 2.65e-17 1.7e-14 5.84e-12 1.07e-09 1.05e-07 5.58e-06 0.000158795 0.002444332 0.020401648 0.092619267 0.229302035 0.310136481 0.229302035 0.092619267 0.020401648 0.002444332 0.000158795 5.58e-06 1.05e-07 1.0758571e-09
1.85e-169 3.55e-160 3.7e-151 2.09e-142 6.45e-134 1.08e-125 9.87e-118 4.9e-110 1.32e-102 1.94e-95 1.55e-88 6.75e-82 1.6e-75 2.06e-69 1.45e-63 5.53e-58 1.15e-52 1.31e-47 8.08e-43 2.72e-38 5.01e-34 5.02e-30 2.75e-26 8.23e-23 1.35e-19 1.2e-16 5.9e-14 1.59e-11 2.34e-09 1.9e-07 8.54e-06 0.000211843 0.002915202 0.022314878 0.09527107 0.227375687 0.303805179 0.227375687 0.09527107 0.022314878 0.002915202 0.000211843 8.54e-06 1.92355959111e-07
1.2e-171 1.69e-162 1.33e-153 5.84e-145 1.43e-136 1.96e-128 1.49e-120 6.35e-113 1.51e-105 2e-98 1.48e-91 6.11e-85 1.41e-78 1.81e-72 1.3e-66 5.24e-61 1.17e-55 1.47e-50 1.03e-45 4.03e-41 8.83e-37 1.08e-32 7.41e-29 2.84e-25 6.11e-22 7.36e-19 4.98e-16 1.89e-13 4.05e-11 4.87e-09 3.31e-07 1.27e-05 0.000277564 0.003437857 0.02425931 0.097757713 0.225394269 0.29772043 0.225394269 0.097757713 0.02425931 0.003437857 0.000277564 1.3035910689444e-05
9.22e-174 9.65e-165 5.77e-156 1.97e-147 3.85e-139 4.3e-131 2.74e-123 9.98e-116 2.08e-108 2.47e-101 1.68e-94 6.53e-88 1.45e-81 1.84e-75 1.34e-69 5.57e-64 1.32e-58 1.8e-53 1.4e-48 6.22e-44 1.59e-39 2.31e-35 1.93e-31 9.27e-28 2.55e-24 4.02e-21 3.64e-18 1.89e-15 5.66e-13 9.76e-11 9.7e-09 5.57e-07 1.85e-05 0.00035769 0.004012385 0.026225622 0.100082656 0.223368279 0.291868525 0.223368279 0.100082656 0.026225622 0.004012385 0.00037675679816789
8.41e-176 6.57e-167 3e-158 8.02e-150 1.25e-141 1.14e-133 6.07e-126 1.89e-118 3.43e-111 3.65e-104 2.27e-97 8.22e-91 1.75e-84 2.17e-78 1.57e-72 6.66e-67 1.65e-61 2.4e-56 2.04e-51 1.01e-46 2.94e-42 5.01e-38 4.99e-34 2.92e-30 9.98e-27 2e-23 2.36e-20 1.63e-17 6.63e-15 1.59e-12 2.23e-10 1.85e-08 9.09e-07 2.64e-05 0.000453943 0.004638321 0.028204968 0.10225008 0.221307014 0.286236716 0.221307014 0.10225008 0.028204968 0.00511959172459666
8.99e-178 5.29e-169 1.86e-160 3.88e-152 4.85e-144 3.62e-136 1.61e-128 4.27e-121 6.76e-114 6.39e-107 3.61e-100 1.21e-93 2.44e-87 2.93e-81 2.1e-75 9e-70 2.3e-64 3.51e-59 3.21e-54 1.75e-49 5.69e-45 1.11e-40 1.29e-36 8.99e-33 3.75e-29 9.35e-26 1.4e-22 1.25e-19 6.71e-17 2.16e-14 4.18e-12 4.87e-10 3.41e-08 1.44e-06 3.68e-05 0.000568008 0.005314687 0.03018904 0.104264733 0.219218695 0.280813142 0.219218695 0.104264733 0.0361100095912016
1.12e-179 4.98e-171 1.35e-162 2.22e-154 2.23e-146 1.36e-138 5.07e-131 1.15e-123 1.58e-116 1.32e-109 6.76e-103 2.1e-96 3.97e-90 4.58e-84 3.22e-78 1.37e-72 3.58e-67 5.68e-62 5.49e-57 3.24e-52 1.16e-47 2.54e-43 3.39e-39 2.76e-35 1.37e-31 4.16e-28 7.7e-25 8.71e-22 6.02e-19 2.55e-16 6.59e-14 1.04e-11 1.02e-09 6.06e-08 2.23e-06 5.03e-05 0.000701492 0.006040034 0.032170122 0.106131787 0.217110582 0.275586751 0.217110582 0.145096026630466
1.61e-181 5.46e-173 1.15e-164 1.5e-156 1.21e-148 6.06e-141 1.88e-133 3.63e-126 4.34e-119 3.22e-112 1.48e-105 4.23e-99 7.49e-93 8.23e-87 5.61e-81 2.37e-75 6.23e-70 1.02e-64 1.03e-59 6.45e-55 2.52e-50 6.09e-46 9.16e-42 8.57e-38 4.98e-34 1.8e-30 4.03e-27 5.64e-24 4.9e-21 2.65e-18 8.96e-16 1.89e-13 2.48e-11 2.03e-09 1.04e-07 3.35e-06 6.76e-05 0.000855901 0.006812493 0.034141112 0.107856724 0.214989074 0.270547239 0.36472636005499
2.66e-183 6.92e-175 1.13e-166 1.17e-158 7.66e-151 3.16e-143 8.22e-136 1.35e-128 1.4e-121 9.17e-115 3.79e-108 9.9e-102 1.63e-95 1.7e-89 1.12e-83 4.64e-78 1.22e-72 2.01e-67 2.11e-62 1.39e-57 5.82e-53 1.54e-48 2.57e-44 2.71e-40 1.81e-36 7.63e-33 2.04e-29 3.45e-26 3.69e-23 2.51e-20 1.08e-17 2.94e-15 5.09e-13 5.6e-11 3.92e-09 1.74e-07 4.94e-06 8.94e-05 0.001032608 0.00762983 0.036095539 0.109445231 0.212859807 0.632842519976512
5.02e-185 1.01e-176 1.29e-168 1.07e-160 5.64e-153 1.92e-145 4.19e-138 5.86e-131 5.27e-124 3.04e-117 1.13e-110 2.68e-104 4.09e-98 4.01e-92 2.53e-86 1.02e-80 2.66e-75 4.43e-70 4.75e-65 3.27e-60 1.45e-55 4.11e-51 7.51e-47 8.82e-43 6.66e-39 3.23e-35 1.01e-31 2.03e-28 2.63e-25 2.19e-22 1.17e-19 4.06e-17 9.05e-15 1.3e-12 1.21e-10 7.28e-09 2.83e-07 7.13e-06 0.000116337 0.001232835 0.0084895 0.038027559 0.110903117 0.841223240402309
1.07e-186 1.67e-178 1.69e-170 1.11e-162 4.8e-155 1.35e-147 2.47e-140 2.95e-133 2.3e-126 1.17e-119 3.87e-113 8.36e-107 1.18e-100 1.08e-94 6.51e-89 2.55e-83 6.51e-78 1.08e-72 1.18e-67 8.37e-63 3.88e-58 1.17e-53 2.31e-49 2.98e-45 2.51e-41 1.38e-37 4.96e-34 1.16e-30 1.79e-27 1.79e-24 1.18e-21 5.06e-19 1.42e-16 2.63e-14 3.17e-12 2.52e-10 1.31e-08 4.48e-07 1.01e-05 0.000149296 0.001457628 0.009388706 0.039931947 0.949061904355196
2.58e-188 3.13e-180 2.51e-172 1.33e-164 4.69e-157 1.09e-149 1.68e-142 1.71e-135 1.16e-128 5.17e-122 1.53e-115 3e-109 3.89e-103 3.34e-97 1.9e-91 7.15e-86 1.78e-80 2.95e-75 3.23e-70 2.34e-65 1.12e-60 3.58e-56 7.54e-52 1.05e-47 9.76e-44 6e-40 2.44e-36 6.59e-33 1.18e-29 1.4e-26 1.11e-23 5.81e-21 2.02e-18 4.68e-16 7.2e-14 7.38e-12 5.03e-10 2.28e-08 6.92e-07 1.4e-05 0.000189069 0.001707853 0.010324449 0.987763923310453
6.96e-190 6.62e-182 4.23e-174 1.81e-166 5.22e-159 1.01e-151 1.31e-144 1.14e-137 6.68e-131 2.62e-124 6.93e-118 1.23e-111 1.46e-105 1.17e-99 6.27e-94 2.26e-88 5.48e-83 8.91e-78 9.75e-73 7.16e-68 3.53e-63 1.17e-58 2.61e-54 3.91e-50 3.94e-46 2.67e-42 1.22e-38 3.72e-35 7.67e-32 1.06e-28 9.93e-26 6.24e-23 2.64e-20 7.53e-18 1.45e-15 1.88e-13 1.64e-11 9.7e-10 3.87e-08 1.05e-06 1.91e-05 0.000236494 0.001984178 0.997759128686589
2.09e-191 1.57e-183 8.03e-176 2.79e-168 6.6e-161 1.06e-153 1.16e-146 8.69e-140 4.41e-133 1.52e-126 3.58e-120 5.73e-114 6.24e-108 4.63e-102 2.34e-96 8.03e-91 1.88e-85 3e-80 3.25e-75 2.4e-70 1.21e-65 4.14e-61 9.66e-57 1.54e-52 1.66e-48 1.23e-44 6.17e-41 2.12e-37 4.95e-34 7.89e-31 8.57e-28 6.36e-25 3.22e-22 1.11e-19 2.62e-17 4.23e-15 4.66e-13 3.51e-11 1.81e-09 6.39e-08 1.55e-06 2.57e-05 0.00029242 0.99968031974557
#-p


#==========================================================================================================================
# EOF marker
#==========================================================================================================================
42
#! #!p
